country,country_code,year,oda_received
Slovenia,SVN,1999,28540000.4778058
Eswatini,SWZ,1999,23739999.7320026
Sint Maarten (Dutch part),SXM,1999,127110001.206398
Seychelles,SYC,1999,9620000.2990663
Syrian Arab Republic,SYR,1999,174899998.089298
Turks and Caicos Islands,TCA,1999,7210000.15735626
Chad,TCD,1999,78729998.6332655
East Asia & Pacific (IDA & IBRD countries),TEA,1999,8172269941.52367
Europe & Central Asia (IDA & IBRD countries),TEC,1999,7129159953.041
Togo,TGO,1999,50350001.0222196
Thailand,THA,1999,1012870018.05753
Tajikistan,TJK,1999,53810001.7625839
Turkmenistan,TKM,1999,16669999.9086559
Latin America & the Caribbean (IDA & IBRD countries),TLA,1999,3499160014.95533
Timor-Leste,TLS,1999,149739994.0826
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1999,3537470031.05469
Tonga,TON,1999,18590000.2103299
South Asia (IDA & IBRD),TSA,1999,2702790004.72836
Sub-Saharan Africa (IDA & IBRD countries),TSS,1999,8973489977.51251
Trinidad and Tobago,TTO,1999,25830000.1341849
Tunisia,TUN,1999,267809998.286889
Turkiye,TUR,1999,-42559999.2349745
Tuvalu,TUV,1999,3680000.02764166
Tanzania,TZA,1999,684529987.215996
Uganda,UGA,1999,417800002.463162
Upper middle income,UMC,1999,11209959945.9656
Uruguay,URY,1999,22610000.2080202
Uzbekistan,UZB,1999,138429998.338223
St. Vincent and the Grenadines,VCT,1999,13200000.0849366
"Venezuela, RB",VEN,1999,38539999.704808
British Virgin Islands,VGB,1999,2810000.019148
Viet Nam,VNM,1999,1041369987.81562
Vanuatu,VUT,1999,29920000.1731515
World,WLD,1999,44997270471.096
Samoa,WSM,1999,23359999.846667
"Yemen, Rep.",YEM,1999,183630003.305152
South Africa,ZAF,1999,522959992.982447
Zambia,ZMB,1999,420920003.369451
Zimbabwe,ZWE,1999,223439999.600873
Aruba,ABW,2000,50000.0007450581
Africa Eastern and Southern,AFE,2000,5766920006.96436
Afghanistan,AFG,2000,105239999.111742
Africa Western and Central,AFW,2000,3005540000.81494
Angola,AGO,2000,234519998.99745
Albania,ALB,2000,228990004.310384
Arab World,ARB,2000,3743200015.28412
Argentina,ARG,2000,53770002.2440404
Armenia,ARM,2000,151439997.76803
Antigua and Barbuda,ATG,2000,4120000.01221896
Azerbaijan,AZE,2000,90839999.7334927
Burundi,BDI,2000,50090000.2196431
Benin,BEN,2000,193349998.701364
Burkina Faso,BFA,2000,269370002.845302
Bangladesh,BGD,2000,691349994.771183
Bulgaria,BGR,2000,302509999.6645
Bahrain,BHR,2000,1640000.01363456
Bosnia and Herzegovina,BIH,2000,648910000.100732
Belize,BLZ,2000,9690000.27887524
Bolivia,BOL,2000,361610002.513975
Brazil,BRA,2000,239510000.716895
Barbados,BRB,2000,2890000.02481044
Bhutan,BTN,2000,34720000.1385063
Botswana,BWA,2000,27980000.1643598
Central African Republic,CAF,2000,58959998.8088012
Central Europe and the Baltics,CEB,2000,3265560003.2229
Chile,CHL,2000,46430001.9834191
China,CHN,2000,1298240003.93227
Cote d'Ivoire,CIV,2000,253009994.188324
Cameroon,CMR,2000,252339999.908581
"Congo, Dem. Rep.",COD,2000,136210001.956671
"Congo, Rep.",COG,2000,24760000.3536791
Colombia,COL,2000,193140000.328421
Comoros,COM,2000,14630000.2876669
Cabo Verde,CPV,2000,71289999.9879301
Costa Rica,CRI,2000,18559999.6484816
Caribbean small states,CSS,2000,149870002.30886
Cuba,CUB,2000,37699999.4572252
Czechia,CZE,2000,435220013.312995
Djibouti,DJI,2000,43970000.7252395
Dominica,DMA,2000,6720000.16830862
Dominican Republic,DOM,2000,57510000.9404123
Algeria,DZA,2000,118230000.162497
East Asia & Pacific (excluding high income),EAP,2000,7235050004.37051
Early-demographic dividend,EAR,2000,13835929953.3758
East Asia & Pacific,EAS,2000,7235050004.37051
Europe & Central Asia (excluding high income),ECA,2000,3783799997.06335
Europe & Central Asia,ECS,2000,3783799997.06335
Ecuador,ECU,2000,144980001.717806
"Egypt, Arab Rep.",EGY,2000,1212070007.27579
Euro area,EMU,2000,490220004.0631
Eritrea,ERI,2000,117770001.810044
Estonia,EST,2000,62500000.2328306
Ethiopia,ETH,2000,448970000.997186
European Union,EUU,2000,3344460002.00324
Fragile and conflict affected situations,FCS,2000,5555500011.01568
Fiji,FJI,2000,26099999.7276813
"Micronesia, Fed. Sts.",FSM,2000,96639999.8981506
Gabon,GAB,2000,7459999.46072699
Georgia,GEO,2000,134110000.910237
Ghana,GHA,2000,392050005.808472
Guinea,GIN,2000,108389999.171719
"Gambia, The",GMB,2000,22169999.7857213
Guinea-Bissau,GNB,2000,58950000.5710871
Equatorial Guinea,GNQ,2000,20280000.185594
Grenada,GRD,2000,11709999.6358156
Guatemala,GTM,2000,251319999.160245
Guyana,GUY,2000,59170000.7859618
High income,HIC,2000,393250002.326444
"Hong Kong SAR, China",HKG,2000,29999.9993294477
Honduras,HND,2000,328880000.445991
Heavily indebted poor countries (HIPC),HPC,2000,8537790012.07277
Croatia,HRV,2000,54069999.7358023
Haiti,HTI,2000,165039999.805391
Hungary,HUN,2000,249249997.647479
IBRD only,IBD,2000,19296040009.7705
IDA & IBRD total,IBT,2000,31956319992.5441
IDA total,IDA,2000,12660279982.7736
IDA blend,IDB,2000,2157049983.66535
Indonesia,IDN,2000,1585449987.54561
IDA only,IDX,2000,10503229999.1082
India,IND,2000,710150005.869566
"Iran, Islamic Rep.",IRN,2000,113119997.242466
Iraq,IRQ,2000,91190000.3198534
Jamaica,JAM,2000,6480001.96926295
Jordan,JOR,2000,465529994.977638
Kazakhstan,KAZ,2000,165400001.676753
Kenya,KEN,2000,310960000.593215
Kyrgyz Republic,KGZ,2000,106920002.048835
Cambodia,KHM,2000,274759999.034926
Kiribati,KIR,2000,15799999.9690801
St. Kitts and Nevis,KNA,2000,1389999.98010695
"Korea, Rep.",KOR,2000,9999.99977648258
Latin America & Caribbean (excluding high income),LAC,2000,3846699980.92577
Lao PDR,LAO,2000,203250002.68966
Lebanon,LBN,2000,129810001.451522
Liberia,LBR,2000,36550000.0081957
St. Lucia,LCA,2000,9219999.73803758
Latin America & Caribbean,LCN,2000,3850389980.9178
Least developed countries: UN classification,LDC,2000,8823650008.48472
Low income,LIC,2000,4073510005.84662
Sri Lanka,LKA,2000,256379994.761198
Lower middle income,LMC,2000,13985249997.3122
Low & middle income,LMY,2000,39842829924.1066
Lesotho,LSO,2000,31989999.782294
Late-demographic dividend,LTE,2000,11758390029.8588
Lithuania,LTU,2000,91940002.6965887
Latvia,LVA,2000,86290000.680834
Morocco,MAR,2000,410390003.966168
Moldova,MDA,2000,66860000.5656481
Madagascar,MDG,2000,158319998.795167
Maldives,MDV,2000,13440000.4521012
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2000,4221319991.24773
Mexico,MEX,2000,-64080002.7083605
Marshall Islands,MHL,2000,47109998.382628
Middle income,MIC,2000,24215880151.5103
North Macedonia,MKD,2000,197279999.68268
Mali,MLI,2000,309329997.433349
Malta,MLT,2000,21849999.9400229
Myanmar,MMR,2000,70529998.5557795
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2000,4221319991.24773
Mongolia,MNG,2000,157710002.977401
Mozambique,MOZ,2000,703549995.888024
Mauritania,MRT,2000,146340000.730008
Mauritius,MUS,2000,15679999.87863
Malawi,MWI,2000,319209999.94874
Malaysia,MYS,2000,43740000.2945214
North America,NAC,2000,0.0
Namibia,NAM,2000,143059998.66873
Niger,NER,2000,119120001.340285
Nigeria,NGA,2000,76279998.0472773
Nicaragua,NIC,2000,368839995.190501
Nepal,NPL,2000,248330000.799149
Nauru,NRU,2000,3909999.9666214
OECD members,OED,2000,3569259972.55184
Oman,OMN,2000,9210000.25048851
Other small states,OSS,2000,921410000.84579
Pakistan,PAK,2000,508529981.188477
Panama,PAN,2000,22950000.3065914
Peru,PER,2000,398569991.335272
Philippines,PHL,2000,532680010.49757
Palau,PLW,2000,38970000.1496822
Papua New Guinea,PNG,2000,270940006.269142
Poland,POL,2000,1390689974.67868
Pre-demographic dividend,PRE,2000,7127850005.77941
"Korea, Dem. People's Rep.",PRK,2000,51930000.2027303
Paraguay,PRY,2000,78009998.4165281
West Bank and Gaza,PSE,2000,369330000.814051
Pacific island small states,PSS,2000,368429997.351021
Post-demographic dividend,PST,2000,2158190019.86273
Romania,ROU,2000,422500012.90068
Russian Federation,RUS,2000,1443820017.14408
Rwanda,RWA,2000,224720000.777394
South Asia,SAS,2000,1954369996.7917
Saudi Arabia,SAU,2000,17990000.0952184
Sudan,SDN,2000,104210000.900552
Senegal,SEN,2000,330030003.026128
Solomon Islands,SLB,2000,64879998.7621605
Sierra Leone,SLE,2000,129120000.472292
El Salvador,SLV,2000,186849995.989352
"Somalia, Fed. Rep.",SOM,2000,79729999.8402596
Serbia,SRB,2000,1063820002.61545
Sub-Saharan Africa (excluding high income),SSA,2000,9667900011.46122
Sub-Saharan Africa,SSF,2000,9667900011.46122
Small states,SST,2000,1439710000.50567
Sao Tome and Principe,STP,2000,23710000.0418723
Suriname,SUR,2000,31289999.9804795
Slovak Republic,SVK,2000,110980002.09406
Slovenia,SVN,2000,59609999.5784461
Eswatini,SWZ,2000,8659999.8306483
Seychelles,SYC,2000,8819999.93510544
Syrian Arab Republic,SYR,2000,99460000.2467632
Turks and Caicos Islands,TCA,2000,6090000.18984079
Chad,TCD,2000,71339999.4391948
East Asia & Pacific (IDA & IBRD countries),TEA,2000,7005490002.8836
Europe & Central Asia (IDA & IBRD countries),TEC,2000,7421140003.97175
Togo,TGO,2000,55050000.5409122
Thailand,THA,2000,695599999.863654
Tajikistan,TJK,2000,50809998.8978356
Turkmenistan,TKM,2000,12410000.0020117
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,3081609991.17419
Timor-Leste,TLS,2000,229820001.929999
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2000,3107480009.64336
Tonga,TON,2000,15450000.2786517
South Asia (IDA & IBRD),TSA,2000,2568139977.09192
Sub-Saharan Africa (IDA & IBRD countries),TSS,2000,8772460007.7793
Trinidad and Tobago,TTO,2000,-2250000.09872019
Tunisia,TUN,2000,232950004.095212
Turkiye,TUR,2000,285729989.375919
Tuvalu,TUV,2000,3810000.05081296
Tanzania,TZA,2000,811399994.403123
Uganda,UGA,2000,614320005.502552
Upper middle income,UMC,2000,9550909976.25328
Uruguay,URY,2000,17829999.8287112
Uzbekistan,UZB,2000,162949996.806681
St. Vincent and the Grenadines,VCT,2000,4250000.00558794
"Venezuela, RB",VEN,2000,70100000.8545816
British Virgin Islands,VGB,2000,9999.99977648258
Viet Nam,VNM,2000,1274339991.94205
Vanuatu,VUT,2000,34449999.6583909
World,WLD,2000,41259689955.2345
Samoa,WSM,2000,21310000.507161
"Yemen, Rep.",YEM,2000,178789999.401197
South Africa,ZAF,2000,475289998.723194
Zambia,ZMB,2000,511940009.716898
Zimbabwe,ZWE,2000,191179999.304935
Africa Eastern and Southern,AFE,2001,5844570002.50183
Afghanistan,AFG,2001,368649994.671345
Africa Western and Central,AFW,2001,3168110005.59106
Angola,AGO,2001,240929997.898639
Albania,ALB,2001,214349993.750453
Arab World,ARB,2001,3866170009.4454
United Arab Emirates,ARE,2001,9999.99977648258
Argentina,ARG,2001,139979995.43883
Armenia,ARM,2001,134379996.363073
Antigua and Barbuda,ATG,2001,6889999.85344708
Azerbaijan,AZE,2001,161220000.715926
Burundi,BDI,2001,117290001.399815
Benin,BEN,2001,187890002.312139
Burkina Faso,BFA,2001,252249999.564141
Bangladesh,BGD,2001,653189999.148249
Bulgaria,BGR,2001,338959994.81529
Bahrain,BHR,2001,1199999.99366701
Bosnia and Herzegovina,BIH,2001,531339994.011447
Belize,BLZ,2001,16070000.0561774
Bolivia,BOL,2001,562970007.974655
Brazil,BRA,2001,226480004.567653
Barbados,BRB,2001,649999.892339105
Bhutan,BTN,2001,44209999.4793535
Botswana,BWA,2001,24049999.9821186
Central African Republic,CAF,2001,63320000.357926
Central Europe and the Baltics,CEB,2001,3334479997.52872
Chile,CHL,2001,47579999.3555992
China,CHN,2001,1119580012.17246
Cote d'Ivoire,CIV,2001,230309998.227283
Cameroon,CMR,2001,392770002.087578
"Congo, Dem. Rep.",COD,2001,186750000.854954
"Congo, Rep.",COG,2001,32000000.6835908
Colombia,COL,2001,388139989.390969
Comoros,COM,2001,13130000.0362098
Cabo Verde,CPV,2001,50720000.8071959
Costa Rica,CRI,2001,7609999.87646938
Caribbean small states,CSS,2001,178580000.467598
Cuba,CUB,2001,45719999.8423457
Czechia,CZE,2001,311710002.239793
Djibouti,DJI,2001,34660000.9519607
Dominica,DMA,2001,10079999.8883158
Dominican Republic,DOM,2001,115910001.050681
Algeria,DZA,2001,161249994.784594
East Asia & Pacific (excluding high income),EAP,2001,5977540019.7655
Early-demographic dividend,EAR,2001,14412280045.12
East Asia & Pacific,EAS,2001,5977540019.7655
Europe & Central Asia (excluding high income),ECA,2001,3712229991.58502
Europe & Central Asia,ECS,2001,3712229991.58502
Ecuador,ECU,2001,153380002.040416
"Egypt, Arab Rep.",EGY,2001,1161890015.99513
Euro area,EMU,2001,633269991.625101
Eritrea,ERI,2001,174360000.960529
Estonia,EST,2001,66829998.8340587
Ethiopia,ETH,2001,467579999.089241
European Union,EUU,2001,3388369997.93723
Fragile and conflict affected situations,FCS,2001,6174680007.68684
Fiji,FJI,2001,22900000.0748783
"Micronesia, Fed. Sts.",FSM,2001,134630001.014098
Gabon,GAB,2001,5850000.14863909
Georgia,GEO,2001,175059994.680807
Ghana,GHA,2001,404819995.062426
Guinea,GIN,2001,136429997.712374
"Gambia, The",GMB,2001,17399999.9333173
Guinea-Bissau,GNB,2001,48370000.7181615
Equatorial Guinea,GNQ,2001,15719999.9988079
Grenada,GRD,2001,3430000.07607043
Guatemala,GTM,2001,221659999.342635
Guyana,GUY,2001,54749999.1580844
High income,HIC,2001,465139995.457605
Honduras,HND,2001,437139992.201701
Heavily indebted poor countries (HIPC),HPC,2001,9782540000.67711
Croatia,HRV,2001,100639999.737963
Haiti,HTI,2001,151800000.566989
Hungary,HUN,2001,414070010.824129
IBRD only,IBD,2001,18498630025.3011
IDA & IBRD total,IBT,2001,32771050048.7983
IDA total,IDA,2001,14272420023.4972
IDA blend,IDB,2001,2826600029.53187
Indonesia,IDN,2001,1396530003.34464
IDA only,IDX,2001,11445819993.9653
India,IND,2001,988729999.154807
"Iran, Islamic Rep.",IRN,2001,92429998.7517297
Iraq,IRQ,2001,112199997.251853
Israel,ISR,2001,39999.9991059303
Jamaica,JAM,2001,40110001.1970848
Jordan,JOR,2001,347620005.475358
Kazakhstan,KAZ,2001,128089998.707175
Kenya,KEN,2001,342680000.245571
Kyrgyz Republic,KGZ,2001,82689999.3736298
Cambodia,KHM,2001,290150000.024587
Kiribati,KIR,2001,10749999.7559935
St. Kitts and Nevis,KNA,2001,4809999.98562037
Latin America & Caribbean (excluding high income),LAC,2001,4657659996.89139
Lao PDR,LAO,2001,159960001.694038
Lebanon,LBN,2001,112900000.346824
Liberia,LBR,2001,24449999.2243945
St. Lucia,LCA,2001,15239999.5457381
Latin America & Caribbean,LCN,2001,4660689996.89072
Least developed countries: UN classification,LDC,2001,9122880006.30774
Low income,LIC,2001,4432909988.04942
Sri Lanka,LKA,2001,297800002.597272
Lower middle income,LMC,2001,15356160061.8344
Low & middle income,LMY,2001,40059420275.6882
Lesotho,LSO,2001,37149999.4434416
Late-demographic dividend,LTE,2001,10768769981.2464
Lithuania,LTU,2001,124889997.465536
Latvia,LVA,2001,101959998.546168
"Macao SAR, China",MAC,2001,70000.0002980232
Morocco,MAR,2001,474209993.658588
Moldova,MDA,2001,83459997.4583835
Madagascar,MDG,2001,200759999.427944
Maldives,MDV,2001,15280000.3606826
"Middle East, North Africa, Afghanistan & Pakistan",MEA,2001,5087320022.90897
Mexico,MEX,2001,61259998.8859147
Marshall Islands,MHL,2001,67379999.589175
Middle income,MIC,2001,24992040108.5615
North Macedonia,MKD,2001,222379998.419434
Mali,MLI,2001,237440002.828836
Malta,MLT,2001,2769999.99955297
Myanmar,MMR,2001,93420000.6723404
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,2001,5087320022.90897
Mongolia,MNG,2001,147419999.31261
Mozambique,MOZ,2001,795189992.185682
Mauritania,MRT,2001,196490001.307801
Mauritius,MUS,2001,10209999.8760968
Malawi,MWI,2001,260049994.450062
Malaysia,MYS,2001,25389999.4567036
North America,NAC,2001,0.0
Namibia,NAM,2001,104790000.827983
Niger,NER,2001,152549999.414012
Nigeria,NGA,2001,117090000.884607
Nicaragua,NIC,2001,745899997.137487
Nepal,NPL,2001,282959998.168051
Nauru,NRU,2001,7129999.97846782
OECD members,OED,2001,2938459973.24586
Oman,OMN,2001,8189999.94732444
Other small states,OSS,2001,788320003.485307
Pakistan,PAK,2001,1164470020.21223
Panama,PAN,2001,30549999.9020249
Peru,PER,2001,447700009.591878
Philippines,PHL,2001,530520000.524819
Palau,PLW,2001,33969999.5908886
Papua New Guinea,PNG,2001,205980002.062395
Poland,POL,2001,952309988.684952
Pre-demographic dividend,PRE,2001,7747370008.93056
"Korea, Dem. People's Rep.",PRK,2001,92610000.0534207
Paraguay,PRY,2001,66710000.673309
West Bank and Gaza,PSE,2001,398670005.083085
Pacific island small states,PSS,2001,426300001.205876
Post-demographic dividend,PST,2001,2363370000.11467
Qatar,QAT,2001,9999.99977648258
Romania,ROU,2001,637410010.010004
Russian Federation,RUS,2001,1005910008.66145
Rwanda,RWA,2001,193709997.175261
South Asia,SAS,2001,2282169998.90842
Saudi Arabia,SAU,2001,10549999.9467284
Sudan,SDN,2001,128989999.463782
Senegal,SEN,2001,251330002.779141
Solomon Islands,SLB,2001,56130000.365898
Sierra Leone,SLE,2001,206810003.342107
El Salvador,SLV,2001,247200003.867969
"Somalia, Fed. Rep.",SOM,2001,113449999.511242
Serbia,SRB,2001,1245880020.68363
Sub-Saharan Africa (excluding high income),SSA,2001,9963740015.15656
Sub-Saharan Africa,SSF,2001,9963740015.15656
Small states,SST,2001,1393200005.15878
Sao Tome and Principe,STP,2001,26890000.2390146
Suriname,SUR,2001,21290000.4033
Slovak Republic,SVK,2001,161669998.394325
Slovenia,SVN,2001,124029997.976497
Eswatini,SWZ,2001,23020000.7371604
Seychelles,SYC,2001,12080000.160262
Syrian Arab Republic,SYR,2001,96760001.5681237
Turks and Caicos Islands,TCA,2001,5250000.14156103
Chad,TCD,2001,111189998.576418
East Asia & Pacific (IDA & IBRD countries),TEA,2001,5737150020.7521
Europe & Central Asia (IDA & IBRD countries),TEC,2001,6850350001.65552
Togo,TGO,2001,32909999.6201694
Thailand,THA,2001,281219995.440916
Tajikistan,TJK,2001,92909998.9999085
Turkmenistan,TKM,2001,35770000.0293553
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,4273790001.52275
Timor-Leste,TLS,2001,181770000.578836
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,2001,3081790002.98306
Tonga,TON,2001,19890000.3321469
South Asia (IDA & IBRD),TSA,2001,3815290013.79199
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,9012680008.0929
Trinidad and Tobago,TTO,2001,-6219999.77342782
Tunisia,TUN,2001,375499994.182959
Turkiye,TUR,2001,113059999.253601
Tuvalu,TUV,2001,8139999.99128283
Tanzania,TZA,2001,1036020017.87163
Uganda,UGA,2001,450070002.757013
Upper middle income,UMC,2001,9295720000.13292
Uruguay,URY,2001,12709999.7345358
Uzbekistan,UZB,2001,129040001.84685
St. Vincent and the Grenadines,VCT,2001,4350000.07040799
"Venezuela, RB",VEN,2001,38309999.462217
British Virgin Islands,VGB,2001,9999.99977648258
Viet Nam,VNM,2001,878910004.261881
Vanuatu,VUT,2001,28499999.7075647
World,WLD,2001,41604490160.9421
Samoa,WSM,2001,36880000.8054823
"Yemen, Rep.",YEM,2001,107579999.990761
South Africa,ZAF,2001,412979997.647926
Zambia,ZMB,2001,318359999.79265
Zimbabwe,ZWE,2001,154080000.467598
Aruba,ABW,2002,19999.9995529652
Africa Eastern and Southern,AFE,2002,7720279957.08399
Afghanistan,AFG,2002,1134419991.01639
Africa Western and Central,AFW,2002,4392529994.16553
Angola,AGO,2002,348780001.208187
Albania,ALB,2002,207800003.308803
Arab World,ARB,2002,4044729976.4771
United Arab Emirates,ARE,2002,9999.99977648258
Argentina,ARG,2002,56769999.563694
Armenia,ARM,2002,200290001.831949
Antigua and Barbuda,ATG,2002,13779999.8596311
Azerbaijan,AZE,2002,254599996.004254
Burundi,BDI,2002,121119999.270886
Benin,BEN,2002,167960002.753884
Burkina Faso,BFA,2002,298610000.545159
Bangladesh,BGD,2002,547600004.971027
Bulgaria,BGR,2002,318879999.026656
Bahrain,BHR,2002,1129999.96356666
Bosnia and Herzegovina,BIH,2002,421629992.919043
Belize,BLZ,2002,11759999.9643862
Bolivia,BOL,2002,504959996.45628
Brazil,BRA,2002,213040000.321343
Barbados,BRB,2002,4760000.06683171
Brunei Darussalam,BRN,2002,39999.9991059303
Bhutan,BTN,2002,46369999.2094189
Botswana,BWA,2002,35819999.4862079
Central African Republic,CAF,2002,45499999.0165234
Central Europe and the Baltics,CEB,2002,2483939992.70163
Chile,CHL,2002,-6650000.76033174
China,CHN,2002,1269150018.12577
Cote d'Ivoire,CIV,2002,836099980.745465
Cameroon,CMR,2002,477270007.336512
"Congo, Dem. Rep.",COD,2002,423049998.285249
"Congo, Rep.",COG,2002,48349999.2862344
